Species,Year,Variable,Catch,TACC,Dollar Value (millions)
Southern Bluefin Tuna,2006,Asset value,238,413,14.1
Southern Bluefin Tuna,2007,Asset value,379.1,413,10.6
Southern Bluefin Tuna,2008,Asset value,318.2,413,12.7
Southern Bluefin Tuna,2009,Asset value,416.5,413,15.4
Southern Bluefin Tuna,2010,Asset value,499.5,413,51.2
Southern Bluefin Tuna,2011,Asset value,547.4,413,51.2
Southern Bluefin Tuna,2012,Asset value,775.1,413,18.9
Southern Bluefin Tuna,2013,Asset value,758.9,817,81.5
Southern Bluefin Tuna,2014,Asset value,824.6,817,70.9
Southern Bluefin Tuna,2015,Asset value,923.1,971,97.4
Southern Bluefin Tuna,2016,Asset value,949.4,971,59.5
Southern Bluefin Tuna,2017,Asset value,913.5,971,60.1
Southern Bluefin Tuna,2018,Asset value,1008.1,971,60.1
Spiny Dogfish,2005,Asset value,7222,12660,5
Spiny Dogfish,2006,Asset value,8313.2,12660,6.7
Spiny Dogfish,2007,Asset value,7183.9,12660,8.1
Spiny Dogfish,2008,Asset value,6293.7,12660,4.8
Spiny Dogfish,2009,Asset value,6219.7,12660,6.3
Spiny Dogfish,2010,Asset value,6166.4,12660,6.4
Spiny Dogfish,2011,Asset value,6076,12660,5.4
Spiny Dogfish,2012,Asset value,5879.5,12660,4
Spiny Dogfish,2013,Asset value,4965.1,12660,6.1
Spiny Dogfish,2014,Asset value,5859.3,12660,5.5
Spiny Dogfish,2015,Asset value,6318.4,12660,6.7
Spiny Dogfish,2016,Asset value,4563.5,12660,8
Spiny Dogfish,2017,Asset value,6009.9,12660,7.7
Spiny Dogfish,2018,Asset value,6512.1,12660,8.4
Sprats,2003,Asset value,0.1,450,0.5
Sprats,2004,Asset value,3.2,450,0.5
Sprats,2005,Asset value,0,450,0.6
Sprats,2006,Asset value,0,450,0
Sprats,2007,Asset value,0.1,450,0
Sprats,2008,Asset value,0.2,450,
Sprats,2009,Asset value,1.1,450,0
Sprats,2010,Asset value,0,450,
Sprats,2011,Asset value,0,450,
Sprats,2012,Asset value,0,450,
Sprats,2013,Asset value,0.1,450,
Sprats,2014,Asset value,0,450,
Sprats,2015,Asset value,0,450,
Sprats,2016,Asset value,0,450,0.1
Sprats,2017,Asset value,0,450,0.1
Sprats,2018,Asset value,0,450,
Stargazer,1996,Asset value,0,5325.1,33.9
Stargazer,1997,Asset value,0,5353.1,26.7
Stargazer,1998,Asset value,0,4972.1,21.5
Stargazer,1999,Asset value,0,4972.1,19.5
Stargazer,2000,Asset value,0,4972.1,22
Stargazer,2001,Asset value,0,4972.1,24
Stargazer,2002,Asset value,3252.9,5116.1,25.7
Stargazer,2003,Asset value,3171.1,5411.4,23.7
Stargazer,2004,Asset value,2945.9,5411.4,37.3
Stargazer,2005,Asset value,3381.1,5411.4,28.9
Stargazer,2006,Asset value,3605.9,5411.4,28.9
Stargazer,2007,Asset value,3478,5411.4,24.8
Stargazer,2008,Asset value,3257.2,5411.4,28
Stargazer,2009,Asset value,2912,5411.4,40.7
Stargazer,2010,Asset value,3246.8,5411.4,18.2
Stargazer,2011,Asset value,3023.1,5456.4,21.2
Stargazer,2012,Asset value,3005.8,5456.4,29.6
Stargazer,2013,Asset value,2848.6,5456.4,22.3
Stargazer,2014,Asset value,3006.6,5456.4,40.2
Stargazer,2015,Asset value,2933,5456.4,37
Stargazer,2016,Asset value,3027,5536.4,42.7
Stargazer,2017,Asset value,2781.4,5536.4,32
Stargazer,2018,Asset value,3003.8,5536.4,78.9
Swordfish,2005,Asset value,320.4,885,13.8
Swordfish,2006,Asset value,551.2,885,4.6
Swordfish,2007,Asset value,412.7,885,13.2
Swordfish,2008,Asset value,350.1,885,8.8
Swordfish,2009,Asset value,398.5,885,2.9
Swordfish,2010,Asset value,536.6,885,8.1
Swordfish,2011,Asset value,729.6,885,10.1
Swordfish,2012,Asset value,688.2,885,9.4
Swordfish,2013,Asset value,796.3,885,8.3
Swordfish,2014,Asset value,577,885,13
Swordfish,2015,Asset value,726.2,885,14
Swordfish,2016,Asset value,758.7,885,11.8
Swordfish,2017,Asset value,500.5,885,13.4
Swordfish,2018,Asset value,475,885,16
Tarakihi,1996,Asset value,0,5991.8,46.6
Tarakihi,1997,Asset value,0,5991.8,58.3
Tarakihi,1998,Asset value,0,5991.8,46.7
Tarakihi,1999,Asset value,0,5991.8,53.9
Tarakihi,2000,Asset value,0,5991.8,48.6
Tarakihi,2001,Asset value,0,5991.8,55.8
Tarakihi,2002,Asset value,6147.6,5994.2,42.6
Tarakihi,2003,Asset value,6008.3,5994.2,66.8
Tarakihi,2004,Asset value,5722.7,5994.2,83.4
Tarakihi,2005,Asset value,5684.3,6390.9,69.7
Tarakihi,2006,Asset value,6220.4,6390.9,94.1
Tarakihi,2007,Asset value,5730.1,6390.9,79.4
Tarakihi,2008,Asset value,5430.8,6439.2,85.3
Tarakihi,2009,Asset value,5583.5,6439.2,76.7
Tarakihi,2010,Asset value,5552.7,6439.2,74.1
Tarakihi,2011,Asset value,5709.2,6439.2,77.9
Tarakihi,2012,Asset value,5346.8,6439.2,70.3
Tarakihi,2013,Asset value,5548.9,6439.2,92.6
Tarakihi,2014,Asset value,5857.6,6439.2,79
Tarakihi,2015,Asset value,6037.9,6439.2,105.9
Tarakihi,2016,Asset value,5870.4,6439.2,121.6
Tarakihi,2017,Asset value,6338.3,6439.2,121.2
Tarakihi,2018,Asset value,5741.2,6439.2,146.5
Trevally,1996,Asset value,0,3932.4,33.1
Trevally,1997,Asset value,0,3932.8,27.4
Trevally,1998,Asset value,0,3922.4,16.4
Trevally,1999,Asset value,0,3932.8,14.9
Trevally,2000,Asset value,0,3932.4,14.2
Trevally,2001,Asset value,0,3932.4,20.6
Trevally,2002,Asset value,3186.5,3933.1,31.3
Trevally,2003,Asset value,3314.2,3933.1,21.5
Trevally,2004,Asset value,3548.6,3933.1,25.1
Trevally,2005,Asset value,3241.4,3933.1,19.5
Trevally,2006,Asset value,3524.6,3933.1,15.3
Trevally,2007,Asset value,2897.2,3933.1,12.9
Trevally,2008,Asset value,2874.6,3933.1,19
Trevally,2009,Asset value,3175,3933.1,15.1
Trevally,2010,Asset value,3041.7,3933.1,15.9
Trevally,2011,Asset value,3576.3,3933.1,13.8
Trevally,2012,Asset value,3132.6,3933.1,10.7
Trevally,2013,Asset value,3337,3933.1,13.7
Trevally,2014,Asset value,3343.5,3933.1,19.9
Trevally,2015,Asset value,3520.6,3933.1,22.2
Trevally,2016,Asset value,3809.7,3933.1,21.4
Trevally,2017,Asset value,3538.2,3933.1,24.6
Trevally,2018,Asset value,3758.3,3933.1,25.8
Triangle Shell,2005,Asset value,19.8,406,
Triangle Shell,2006,Asset value,28.1,406,
Triangle Shell,2007,Asset value,46.6,406,
Triangle Shell,2008,Asset value,8.9,406,
Triangle Shell,2009,Asset value,12.9,406,
Triangle Shell,2010,Asset value,10.1,406,
Triangle Shell,2011,Asset value,21,725,
Triangle Shell,2012,Asset value,82.7,725,
Triangle Shell,2013,Asset value,171,725,0.6
Triangle Shell,2014,Asset value,195.3,2437,
Triangle Shell,2015,Asset value,247,2437,1
Triangle Shell,2016,Asset value,375.1,2437,1.3
Triangle Shell,2017,Asset value,346.4,2542,
Triangle Shell,2018,Asset value,296.5,2542,0.2
Trough Shell,2005,Asset value,2.4,98,
Trough Shell,2006,Asset value,3.2,98,0.1
Trough Shell,2007,Asset value,3.9,98,0.7
Trough Shell,2008,Asset value,1.1,98,1.1
Trough Shell,2009,Asset value,0,98,1.1
Trough Shell,2010,Asset value,0.2,98,1.1
Trough Shell,2011,Asset value,0,160,
Trough Shell,2012,Asset value,0,160,
Trough Shell,2013,Asset value,0.1,160,
Trough Shell,2014,Asset value,0,160,
Trough Shell,2015,Asset value,0,160,
Trough Shell,2016,Asset value,0,160,
Trough Shell,2017,Asset value,0,160,
Trough Shell,2018,Asset value,0,160,0
Trumpeter,1999,Asset value,0,144,0.5
Trumpeter,2000,Asset value,0,144,0.6
Trumpeter,2001,Asset value,0,144,0.5
Trumpeter,2002,Asset value,26.4,144,0.9
Trumpeter,2003,Asset value,50.7,144,0.6
Trumpeter,2004,Asset value,42.6,144,0.7
Trumpeter,2005,Asset value,90.1,144,0.6
Trumpeter,2006,Asset value,87.8,144,0.6
Trumpeter,2007,Asset value,98.7,144,0.4
Trumpeter,2008,Asset value,101.4,144,0.5
Trumpeter,2009,Asset value,57.3,144,0.5
Trumpeter,2010,Asset value,95.1,144,0.5
Trumpeter,2011,Asset value,109.7,144,0.5
Trumpeter,2012,Asset value,107.6,144,0.6
Trumpeter,2013,Asset value,92.6,144,0.6
Trumpeter,2014,Asset value,73.9,144,0.8
Trumpeter,2015,Asset value,56.1,144,0.6
Trumpeter,2016,Asset value,75.9,144,2.9
Trumpeter,2017,Asset value,64.6,144,1.1
Trumpeter,2018,Asset value,52.4,144,1.7
Tuatua,2006,Asset value,0,43,
Tuatua,2007,Asset value,0,43,
Tuatua,2008,Asset value,0,43,
Tuatua,2009,Asset value,0,43,
Tuatua,2010,Asset value,0,43,
Tuatua,2011,Asset value,0,43,
Tuatua,2012,Asset value,4.9,43,
Tuatua,2013,Asset value,5.3,43,
Tuatua,2014,Asset value,0,43,
Tuatua,2015,Asset value,1.8,43,0.3
Tuatua,2016,Asset value,5.9,43,0.3
Tuatua,2017,Asset value,0.6,43,0.3
Tuatua,2018,Asset value,0,43,0.3
White Warehou,1999,Asset value,0,3374,11.9
White Warehou,2000,Asset value,0,3374,9.9
White Warehou,2001,Asset value,0,3374,9.6
White Warehou,2002,Asset value,1940.1,3374,10.6
White Warehou,2003,Asset value,3346.4,3374,13.3
White Warehou,2004,Asset value,2356.7,3374,16.6
White Warehou,2005,Asset value,2863.5,3374,17.8
White Warehou,2006,Asset value,2496.9,3374,9.4
White Warehou,2007,Asset value,3215.1,3735,5.4
White Warehou,2008,Asset value,2115.2,3735,18.3
White Warehou,2009,Asset value,2161.4,3735,17.6
White Warehou,2010,Asset value,1690.5,3735,20.7
White Warehou,2011,Asset value,1324.2,3735,21
White Warehou,2012,Asset value,1374.9,3735,20.4
White Warehou,2013,Asset value,1451.7,3735,14
White Warehou,2014,Asset value,1908.2,3735,13.7
White Warehou,2015,Asset value,845.6,3735,17.4
White Warehou,2016,Asset value,1069,3735,16.2
White Warehou,2017,Asset value,1064.9,3735,22.2
White Warehou,2018,Asset value,1134.5,3735,25
Yellow-eyed Mullet,1999,Asset value,0,68,0.1
Yellow-eyed Mullet,2000,Asset value,0,68,0.2
Yellow-eyed Mullet,2001,Asset value,0,68,0.1
Yellow-eyed Mullet,2002,Asset value,25.2,68,0.1
Yellow-eyed Mullet,2003,Asset value,33.6,68,0.2
Yellow-eyed Mullet,2004,Asset value,21.5,68,0.4
Yellow-eyed Mullet,2005,Asset value,13.2,68,0.6
Yellow-eyed Mullet,2006,Asset value,13.8,68,0.1
Yellow-eyed Mullet,2007,Asset value,23.2,68,0.1
Yellow-eyed Mullet,2008,Asset value,16.1,68,0.1
Yellow-eyed Mullet,2009,Asset value,21.1,68,0.1
Yellow-eyed Mullet,2010,Asset value,30.1,68,0.1
Yellow-eyed Mullet,2011,Asset value,37.6,68,0.1
Yellow-eyed Mullet,2012,Asset value,29,68,0.1
Yellow-eyed Mullet,2013,Asset value,24.5,68,0.1
Yellow-eyed Mullet,2014,Asset value,30.5,68,0.1
Yellow-eyed Mullet,2015,Asset value,44.9,68,0.2
Yellow-eyed Mullet,2016,Asset value,32.3,68,0.2
Yellow-eyed Mullet,2017,Asset value,23.6,68,0.3
Yellow-eyed Mullet,2018,Asset value,24.9,68,0.3
Yellowfin Tuna,2005,Asset value,36,263,4.3
Yellowfin Tuna,2006,Asset value,9.2,263,0.6
Yellowfin Tuna,2007,Asset value,18.9,263,0.8
Yellowfin Tuna,2008,Asset value,22.2,263,0.5
Yellowfin Tuna,2009,Asset value,5.4,263,0.1
Yellowfin Tuna,2010,Asset value,6.2,263,0.2
Yellowfin Tuna,2011,Asset value,2.8,263,0.5
Yellowfin Tuna,2012,Asset value,2.2,263,0.8
Yellowfin Tuna,2013,Asset value,0.5,263,0.2
Yellowfin Tuna,2014,Asset value,1.4,263,0
Yellowfin Tuna,2015,Asset value,14.1,263,0
Yellowfin Tuna,2016,Asset value,57.6,263,0
Yellowfin Tuna,2017,Asset value,7.6,263,
Yellowfin Tuna,2018,Asset value,23.1,263,
